Especie;Categoria_Ameaca;Legislacao
Thryallis parviflora;EN;Portaria MMA N. 148/2022
Abutilon anodoides;EN;Portaria MMA N. 148/2022
Abutilon esculentum;EN;Portaria MMA N. 148/2022
Abutilon macrophyllum;CR;Portaria MMA N. 148/2022
Abutilon nigricans;CR;Portaria MMA N. 148/2022
Apeiba trombetensis;CR;Portaria MMA N. 148/2022
Bastardiopsis grewiifolia;CR;Portaria MMA N. 148/2022
Callianthe bezerrae;EN;Portaria MMA N. 148/2022
Callianthe latipetala;EN;Portaria MMA N. 148/2022
Callianthe sellowiana;EN;Portaria MMA N. 148/2022
Calyculogygas uruguayensis;EN;Portaria MMA N. 148/2022
Calyptraemalva catharinensis;EN;Portaria MMA N. 148/2022
Catostemma albuquerquei;EN;Portaria MMA N. 148/2022
Ceiba crispiflora;EN;Portaria MMA N. 148/2022
Ceiba rubriflora;EN;Portaria MMA N. 148/2022
Christiana macrodon;EN;Portaria MMA N. 148/2022
Eriotheca bahiensis;EN;Portaria MMA N. 148/2022
Eriotheca dolichopoda;VU;Portaria MMA N. 148/2022
Eriotheca longipedicellata;VU;Portaria MMA N. 148/2022
Eriotheca longipes;EN;Portaria MMA N. 148/2022
Eriotheca parvifolia;EN;Portaria MMA N. 148/2022
Eriotheca saxicola;CR;Portaria MMA N. 148/2022
Gaya gaudichaudiana;EN;Portaria MMA N. 148/2022
Gossypium mustelinum;EN;Portaria MMA N. 148/2022
Hibiscus peterianus;EN;Portaria MMA N. 148/2022
Hochreutinera hasslerana;EN;Portaria MMA N. 148/2022
Mollia nitida;VU;Portaria MMA N. 148/2022
Monteiroa smithii;EN;Portaria MMA N. 148/2022
Pachira calophylla;EN;Portaria MMA N. 148/2022
Pachira moreirae;CR;Portaria MMA N. 148/2022
Pachira tocantina;EN;Portaria MMA N. 148/2022
Pavonia almasana;EN;Portaria MMA N. 148/2022
Pavonia cauliflora;CR;Portaria MMA N. 148/2022
Pavonia ciliata;CR;Portaria MMA N. 148/2022
Pavonia crassipedicellata;EN;Portaria MMA N. 148/2022
Pavonia crispa;CR;Portaria MMA N. 148/2022
Pavonia ducke-limae;CR;Portaria MMA N. 148/2022
Pavonia gerleniae;CR;Portaria MMA N. 148/2022
Pavonia goetheoides;EN;Portaria MMA N. 148/2022
Pavonia grazielae;VU;Portaria MMA N. 148/2022
Pavonia hatschbachii;EN;Portaria MMA N. 148/2022
Pavonia macrobracteolata;CR;Portaria MMA N. 148/2022
Pavonia morii;EN;Portaria MMA N. 148/2022
Pavonia sancti;CR;Portaria MMA N. 148/2022
Pavonia semiserrata;EN;Portaria MMA N. 148/2022
Pavonia spectabilis;CR;Portaria MMA N. 148/2022
Pavonia spiciformis;EN;Portaria MMA N. 148/2022
Pavonia stipularis;CR;Portaria MMA N. 148/2022
Pseudobombax calcicola;EN;Portaria MMA N. 148/2022
Pseudobombax petropolitanum;EN;Portaria MMA N. 148/2022
Quararibea angustifolia;EN;Portaria MMA N. 148/2022
Waltheria polyantha;CR;Portaria MMA N. 148/2022
Goeppertia dorothyae;CR;Portaria MMA N. 148/2022
Goeppertia fatimae;VU;Portaria MMA N. 148/2022
Goeppertia reginae;CR;Portaria MMA N. 148/2022
Goeppertia sphaerocephala;EN;Portaria MMA N. 148/2022
Goeppertia tuberosa;EN;Portaria MMA N. 148/2022
Goeppertia widgrenii;EN;Portaria MMA N. 148/2022
Ischnosiphon ovatus;EN;Portaria MMA N. 148/2022
Saranthe composita;VU;Portaria MMA N. 148/2022
Marcgravia comosa;EN;Portaria MMA N. 148/2022
Marchantia berteroana;EN;Portaria MMA N. 148/2022
Regnellidium diphyllum;VU;Portaria MMA N. 148/2022
Bellucia nigricans;VU;Portaria MMA N. 148/2022
Bertolonia angustifolia;CR;Portaria MMA N. 148/2022
Bertolonia formosa;CR;Portaria MMA N. 148/2022
Bertolonia foveolata;EN;Portaria MMA N. 148/2022
Bertolonia hoehneana;CR;Portaria MMA N. 148/2022
Bertolonia leuzeana;EN;Portaria MMA N. 148/2022
Bertolonia organensis;CR;Portaria MMA N. 148/2022
Bertolonia paranaensis;EN;Portaria MMA N. 148/2022
Bertolonia valenteana;CR;Portaria MMA N. 148/2022
Cambessedesia atropurpurea;VU;Portaria MMA N. 148/2022
Cambessedesia gracilis;EN;Portaria MMA N. 148/2022
Cambessedesia hermogenesii;EN;Portaria MMA N. 148/2022
Cambessedesia weddellii;VU;Portaria MMA N. 148/2022
Cambessedesia wurdackii;VU;Portaria MMA N. 148/2022
Eriocnema acaulis;EN;Portaria MMA N. 148/2022
Huberia carvalhoi;EN;Portaria MMA N. 148/2022
Huberia cordifolia;EN;Portaria MMA N. 148/2022
Huberia corymbosa;EN;Portaria MMA N. 148/2022
Huberia edmundoi;CR;Portaria MMA N. 148/2022
Huberia espiritosantensis;VU;Portaria MMA N. 148/2022
Huberia glazioviana;EN;Portaria MMA N. 148/2022
Huberia hirsuta;VU;Portaria MMA N. 148/2022
Huberia huberioides;EN;Portaria MMA N. 148/2022
Huberia limae;VU;Portaria MMA N. 148/2022
Huberia magdalenensis;VU;Portaria MMA N. 148/2022
Huberia minor;EN;Portaria MMA N. 148/2022
Huberia mourae;VU;Portaria MMA N. 148/2022
Huberia organensis;EN;Portaria MMA N. 148/2022
Huberia piranii;EN;Portaria MMA N. 148/2022
Lavoisiera cordata;VU;Portaria MMA N. 148/2022
Lavoisiera nervulosa;EN;Portaria MMA N. 148/2022
Leandra alpestris;VU;Portaria MMA N. 148/2022
Leandra altomacaensis;CR;Portaria MMA N. 148/2022
Leandra atroviridis;EN;Portaria MMA N. 148/2022
Leandra breviflora;EN;Portaria MMA N. 148/2022
Leandra chaetocalyx;VU;Portaria MMA N. 148/2022
Leandra cogniauxii;EN;Portaria MMA N. 148/2022
Leandra dentata;EN;Portaria MMA N. 148/2022
Leandra fallacissima;EN;Portaria MMA N. 148/2022
Leandra hatschbachii;EN;Portaria MMA N. 148/2022
Leandra loligomorpha;CR;Portaria MMA N. 148/2022
Leandra magdalenensis;EN;Portaria MMA N. 148/2022
Leandra mollis;EN;Portaria MMA N. 148/2022
Leandra mourae;CR;Portaria MMA N. 148/2022
Leandra multisetosa;VU;Portaria MMA N. 148/2022
Leandra niangaeformis;EN;Portaria MMA N. 148/2022
Leandra organensis;EN;Portaria MMA N. 148/2022
Leandra pennipilis;EN;Portaria MMA N. 148/2022
Leandra rubida;VU;Portaria MMA N. 148/2022
Leandra sphaerocarpa;VU;Portaria MMA N. 148/2022
Leandra xantholasia;EN;Portaria MMA N. 148/2022
Macairea cuieirasii;EN;Portaria MMA N. 148/2022
Marcetia alba;CR;Portaria MMA N. 148/2022
Marcetia bahiana;EN;Portaria MMA N. 148/2022
Marcetia formosa;EN;Portaria MMA N. 148/2022
Marcetia hatschbachii;EN;Portaria MMA N. 148/2022
Marcetia luetzelburgii;EN;Portaria MMA N. 148/2022
Marcetia lychnophoroides;EN;Portaria MMA N. 148/2022
Marcetia nummularia;EN;Portaria MMA N. 148/2022
Marcetia oxycoccoides;EN;Portaria MMA N. 148/2022
Marcetia semiriana;EN;Portaria MMA N. 148/2022
Marcetia shepherdii;EN;Portaria MMA N. 148/2022
Marcetia viscida;VU;Portaria MMA N. 148/2022
Meriania calophylla;EN;Portaria MMA N. 148/2022
Meriania calyptrata;EN;Portaria MMA N. 148/2022
Meriania excelsa;CR;Portaria MMA N. 148/2022
Meriania glabra;VU;Portaria MMA N. 148/2022
Meriania glazioviana;EN;Portaria MMA N. 148/2022
Meriania inflata;CR;Portaria MMA N. 148/2022
Meriania longipes;EN;Portaria MMA N. 148/2022
Meriania robusta;EN;Portaria MMA N. 148/2022
Merianthera burlemarxii;EN;Portaria MMA N. 148/2022
Merianthera eburnea;EN;Portaria MMA N. 148/2022
Merianthera pulchra;VU;Portaria MMA N. 148/2022
Merianthera sipolisii;VU;Portaria MMA N. 148/2022
Merianthera verrucosa;EN;Portaria MMA N. 148/2022
Miconia angelana;VU;Portaria MMA N. 148/2022
Miconia bradeana;EN;Portaria MMA N. 148/2022
Miconia capixaba;EN;Portaria MMA N. 148/2022
Miconia castaneiflora;VU;Portaria MMA N. 148/2022
Miconia cinerea;CR;Portaria MMA N. 148/2022
Miconia cipoensis;EN;Portaria MMA N. 148/2022
Miconia comptifolia;EN;Portaria MMA N. 148/2022
Miconia cowanii;EN;Portaria MMA N. 148/2022
Miconia elaeodendron;VU;Portaria MMA N. 148/2022
Miconia laevigata;EN;Portaria MMA N. 148/2022
Miconia lurida;EN;Portaria MMA N. 148/2022
Miconia mendoncae;VU;Portaria MMA N. 148/2022
Miconia molesta;EN;Portaria MMA N. 148/2022
Miconia penduliflora;EN;Portaria MMA N. 148/2022
Miconia picinguabensis;CR;Portaria MMA N. 148/2022
Miconia rondoniensis;EN;Portaria MMA N. 148/2022
Miconia rufipila;CR;Portaria MMA N. 148/2022
Miconia subvernicosa;VU;Portaria MMA N. 148/2022
Miconia umbrosa;EN;Portaria MMA N. 148/2022
Miconia valentinensis;CR;Portaria MMA N. 148/2022
Microlicia canastrensis;EN;Portaria MMA N. 148/2022
Microlicia cuspidifolia;CR;Portaria MMA N. 148/2022
Microlicia flava;EN;Portaria MMA N. 148/2022
Microlicia glazioviana;EN;Portaria MMA N. 148/2022
Microlicia humilis;VU;Portaria MMA N. 148/2022
Microlicia macedoi;EN;Portaria MMA N. 148/2022
Microlicia microphylla;CR;Portaria MMA N. 148/2022
Microlicia obtusifolia;EN;Portaria MMA N. 148/2022
Microlicia psammophila;EN;Portaria MMA N. 148/2022
Mouriri arenicola;CR;Portaria MMA N. 148/2022
Mouriri bahiensis;EN;Portaria MMA N. 148/2022
Mouriri doriana;EN;Portaria MMA N. 148/2022
Mouriri gardneri;VU;Portaria MMA N. 148/2022
Mouriri pranceana;VU;Portaria MMA N. 148/2022
Mouriri regeliana;EN;Portaria MMA N. 148/2022
Ossaea suprabasalis;EN;Portaria MMA N. 148/2022
Ossaea warmingiana;VU;Portaria MMA N. 148/2022
Pleiochiton micranthum;VU;Portaria MMA N. 148/2022
Pleiochiton parvifolium;EN;Portaria MMA N. 148/2022
Pleroma apparicioi;EN;Portaria MMA N. 148/2022
Pleroma axillare;EN;Portaria MMA N. 148/2022
Pleroma benthamianum;EN;Portaria MMA N. 148/2022
Pleroma bergianum;EN;Portaria MMA N. 148/2022
Pleroma boraceiense;VU;Portaria MMA N. 148/2022
Pleroma boudetii;EN;Portaria MMA N. 148/2022
Pleroma castellense;CR;Portaria MMA N. 148/2022
Pleroma cleistoflorum;CR;Portaria MMA N. 148/2022
Pleroma cristatum;EN;Portaria MMA N. 148/2022
Pleroma elegans;EN;Portaria MMA N. 148/2022
Pleroma fragae;CR;Portaria MMA N. 148/2022
Pleroma goldenbergii;CR;Portaria MMA N. 148/2022
Pleroma hirsutissimum;CR;Portaria MMA N. 148/2022
Pleroma integerrimum;EN;Portaria MMA N. 148/2022
Pleroma kuhlmannii;CR;Portaria MMA N. 148/2022
Pleroma maximilianum;EN;Portaria MMA N. 148/2022
Pleroma minus;VU;Portaria MMA N. 148/2022
Pleroma mirabile;EN;Portaria MMA N. 148/2022
Pleroma pallidum;CR;Portaria MMA N. 148/2022
Pleroma quartzophilum;EN;Portaria MMA N. 148/2022
Pleroma riedelianum;EN;Portaria MMA N. 148/2022
Pleroma rigidulum;EN;Portaria MMA N. 148/2022
Pleroma thereminianum;EN;Portaria MMA N. 148/2022
Pleroma virgatum;CR;Portaria MMA N. 148/2022
Pleroma wurdackianum;VU;Portaria MMA N. 148/2022
Rhynchanthera latifolia;VU;Portaria MMA N. 148/2022
Rupestrea carvalhoana;CR;Portaria MMA N. 148/2022
Rupestrea johnwurdackiana;EN;Portaria MMA N. 148/2022
Tococa macroptera;VU;Portaria MMA N. 148/2022
Trembleya calycina;EN;Portaria MMA N. 148/2022
Trembleya chamissoana;EN;Portaria MMA N. 148/2022
Trembleya hatschbachii;EN;Portaria MMA N. 148/2022
Trembleya pentagona;VU;Portaria MMA N. 148/2022
Trembleya pithyoides;CR;Portaria MMA N. 148/2022
Cedrela fissilis;VU;Portaria MMA N. 148/2022
Cedrela odorata;VU;Portaria MMA N. 148/2022
Guarea gracilis;VU;Portaria MMA N. 148/2022
Swietenia macrophylla;VU;Portaria MMA N. 148/2022
Trichilia blanchetii;VU;Portaria MMA N. 148/2022
Trichilia florbranca;CR;Portaria MMA N. 148/2022
Trichilia magnifoliola;VU;Portaria MMA N. 148/2022
Trichilia micropetala;EN;Portaria MMA N. 148/2022
Trichilia stellato-tomentosa;VU;Portaria MMA N. 148/2022
Disciphania sagittaria;EN;Portaria MMA N. 148/2022
Emmotum floribundum;VU;Portaria MMA N. 148/2022
Metzgeria hegewaldii;EN;Portaria MMA N. 148/2022
Microtea bahiensis;EN;Portaria MMA N. 148/2022
Microtea papilosa;VU;Portaria MMA N. 148/2022
Macropeplus friburgensis;CR;Portaria MMA N. 148/2022
Mollinedia acutissima;VU;Portaria MMA N. 148/2022
Mollinedia dolichotricha;EN;Portaria MMA N. 148/2022
Mollinedia eugeniifolia;CR;Portaria MMA N. 148/2022
Mollinedia glaziovii;EN;Portaria MMA N. 148/2022
Mollinedia howeana;EN;Portaria MMA N. 148/2022
Mollinedia jorgearum;CR;Portaria MMA N. 148/2022
Mollinedia stenophylla;CR;Portaria MMA N. 148/2022
Dorstenia conceptionis;EN;Portaria MMA N. 148/2022
Dorstenia fischeri;VU;Portaria MMA N. 148/2022
Dorstenia hildegardis;CR;Portaria MMA N. 148/2022
Ficus bonijesulapensis;EN;Portaria MMA N. 148/2022
Ficus carautana;EN;Portaria MMA N. 148/2022
Ficus diamantina;EN;Portaria MMA N. 148/2022
Ficus duartei;EN;Portaria MMA N. 148/2022
Ficus hatschbachii;VU;Portaria MMA N. 148/2022
Ficus holosericea;EN;Portaria MMA N. 148/2022
Ficus latipedunculata;CR;Portaria MMA N. 148/2022
Ficus laureola;VU;Portaria MMA N. 148/2022
Maclura brasiliensis;EN;Portaria MMA N. 148/2022
Sorocea carautana;EN;Portaria MMA N. 148/2022
Sorocea longipedicellata;CR;Portaria MMA N. 148/2022
Iryanthera campinae;VU;Portaria MMA N. 148/2022
Iryanthera dialyandra;VU;Portaria MMA N. 148/2022
Virola bicuhyba;EN;Portaria MMA N. 148/2022
Virola crebrinervia;EN;Portaria MMA N. 148/2022
Virola guggenheimii;EN;Portaria MMA N. 148/2022
Virola malmei;VU;Portaria MMA N. 148/2022
Virola parvifolia;VU;Portaria MMA N. 148/2022
Virola surinamensis;VU;Portaria MMA N. 148/2022
Virola urbaniana;VU;Portaria MMA N. 148/2022
Accara elegans;EN;Portaria MMA N. 148/2022
Calycolpus legrandii;VU;Portaria MMA N. 148/2022
Campomanesia anemonea;VU;Portaria MMA N. 148/2022
Campomanesia blanchetiana;CR;Portaria MMA N. 148/2022
Campomanesia costata;EN;Portaria MMA N. 148/2022
Campomanesia espiritosantensis;EN;Portaria MMA N. 148/2022
Campomanesia hirsuta;EN;Portaria MMA N. 148/2022
Campomanesia macrobracteolata;EN;Portaria MMA N. 148/2022
Campomanesia sepalifolia;CR;Portaria MMA N. 148/2022
Curitiba prismatica;VU;Portaria MMA N. 148/2022
Eugenia altissima;EN;Portaria MMA N. 148/2022
Eugenia amorimii;CR;Portaria MMA N. 148/2022
Eugenia barrana;CR;Portaria MMA N. 148/2022
Eugenia belemitana;VU;Portaria MMA N. 148/2022
Eugenia binata;CR;Portaria MMA N. 148/2022
Eugenia blanchetiana;EN;Portaria MMA N. 148/2022
Eugenia blanda;EN;Portaria MMA N. 148/2022
Eugenia botequimensis;VU;Portaria MMA N. 148/2022
Eugenia brachysepala;VU;Portaria MMA N. 148/2022
Eugenia bunchosiifolia;VU;Portaria MMA N. 148/2022
Eugenia caatingicola;EN;Portaria MMA N. 148/2022
Eugenia choriophylla;EN;Portaria MMA N. 148/2022
Eugenia cinerascens;CR;Portaria MMA N. 148/2022
Eugenia circumdata;CR;Portaria MMA N. 148/2022
Eugenia corcovadensis;EN;Portaria MMA N. 148/2022
Eugenia culicina;CR;Portaria MMA N. 148/2022
Eugenia cymatodes;VU;Portaria MMA N. 148/2022
Eugenia denigrata;EN;Portaria MMA N. 148/2022
Eugenia disperma;EN;Portaria MMA N. 148/2022
Eugenia espinhacensis;EN;Portaria MMA N. 148/2022
Eugenia farneyi;CR;Portaria MMA N. 148/2022
Eugenia fissurata;EN;Portaria MMA N. 148/2022
Eugenia gastropogena;CR;Portaria MMA N. 148/2022
Eugenia glabrescens;EN;Portaria MMA N. 148/2022
Eugenia goiapabana;EN;Portaria MMA N. 148/2022
Eugenia guanabarina;CR;Portaria MMA N. 148/2022
Eugenia hatschbachii;VU;Portaria MMA N. 148/2022
Eugenia hermesiana;CR;Portaria MMA N. 148/2022
Eugenia inversa;EN;Portaria MMA N. 148/2022
Eugenia ischnosceles;CR;Portaria MMA N. 148/2022
Eugenia itacarensis;EN;Portaria MMA N. 148/2022
Eugenia itaguahiensis;EN;Portaria MMA N. 148/2022
Eugenia itajurensis;EN;Portaria MMA N. 148/2022
Eugenia janeirensis;EN;Portaria MMA N. 148/2022
Eugenia joenssonii;EN;Portaria MMA N. 148/2022
Eugenia lacistema;EN;Portaria MMA N. 148/2022
Eugenia lagoensis;EN;Portaria MMA N. 148/2022
Eugenia leonorae;EN;Portaria MMA N. 148/2022
Eugenia longifolia;EN;Portaria MMA N. 148/2022
Eugenia longipetiolata;EN;Portaria MMA N. 148/2022
Eugenia longohypanthiata;EN;Portaria MMA N. 148/2022
Eugenia macahensis;EN;Portaria MMA N. 148/2022
Eugenia macrobracteolata;EN;Portaria MMA N. 148/2022
Eugenia malacantha;VU;Portaria MMA N. 148/2022
Eugenia marambaiensis;CR;Portaria MMA N. 148/2022
Eugenia mattosii;EN;Portaria MMA N. 148/2022
Eugenia membranifolia;VU;Portaria MMA N. 148/2022
Eugenia mollicoma;CR;Portaria MMA N. 148/2022
Eugenia moonioides;EN;Portaria MMA N. 148/2022
Eugenia myrciariifolia;EN;Portaria MMA N. 148/2022
Eugenia myrobalana;EN;Portaria MMA N. 148/2022
Eugenia neolaurifolia;EN;Portaria MMA N. 148/2022
Eugenia neoriedeliana;CR;Portaria MMA N. 148/2022
Eugenia neotristis;EN;Portaria MMA N. 148/2022
Eugenia ochracea;EN;Portaria MMA N. 148/2022
Eugenia pachyclada;EN;Portaria MMA N. 148/2022
Eugenia pantagensis;VU;Portaria MMA N. 148/2022
Eugenia percrenata;VU;Portaria MMA N. 148/2022
Eugenia persicifolia;VU;Portaria MMA N. 148/2022
Eugenia peruibensis;CR;Portaria MMA N. 148/2022
Eugenia pithecocephala;CR;Portaria MMA N. 148/2022
Eugenia pruinosa;EN;Portaria MMA N. 148/2022
Eugenia pseudomalacantha;EN;Portaria MMA N. 148/2022
Eugenia pulcherrima;VU;Portaria MMA N. 148/2022
Eugenia regia;EN;Portaria MMA N. 148/2022
Eugenia reitziana;EN;Portaria MMA N. 148/2022
Eugenia rotundicosta;EN;Portaria MMA N. 148/2022
Eugenia rugosissima;CR;Portaria MMA N. 148/2022
Eugenia ruschiana;CR;Portaria MMA N. 148/2022
Eugenia salacifolia;EN;Portaria MMA N. 148/2022
Eugenia sclerocalyx;VU;Portaria MMA N. 148/2022
Eugenia sessilifolia;CR;Portaria MMA N. 148/2022
Eugenia sobraliana;EN;Portaria MMA N. 148/2022
Eugenia sulcatifolia;EN;Portaria MMA N. 148/2022
Eugenia tenuipedunculata;VU;Portaria MMA N. 148/2022
Eugenia theodorae;CR;Portaria MMA N. 148/2022
Eugenia tumescens;CR;Portaria MMA N. 148/2022
Eugenia valsuganana;EN;Portaria MMA N. 148/2022
Eugenia vattimoana;CR;Portaria MMA N. 148/2022
Eugenia villaenovae;EN;Portaria MMA N. 148/2022
Eugenia xanthoxyloides;VU;Portaria MMA N. 148/2022
Myrceugenia bananalensis;CR;Portaria MMA N. 148/2022
Myrceugenia bracteosa;EN;Portaria MMA N. 148/2022
Myrceugenia brevipedicellata;EN;Portaria MMA N. 148/2022
Myrceugenia foveolata;VU;Portaria MMA N. 148/2022
Myrceugenia franciscensis;VU;Portaria MMA N. 148/2022
Myrceugenia gertii;EN;Portaria MMA N. 148/2022
Myrceugenia hamoniana;EN;Portaria MMA N. 148/2022
Myrceugenia hatschbachii;EN;Portaria MMA N. 148/2022
Myrceugenia hoehnei;VU;Portaria MMA N. 148/2022
Myrceugenia kleinii;VU;Portaria MMA N. 148/2022
Myrcia almasensis;EN;Portaria MMA N. 148/2022
Myrcia amplexicaulis;EN;Portaria MMA N. 148/2022
Myrcia carioca;VU;Portaria MMA N. 148/2022
Myrcia congestiflora;VU;Portaria MMA N. 148/2022
Myrcia cymatophylla;EN;Portaria MMA N. 148/2022
Myrcia espiritosantensis;EN;Portaria MMA N. 148/2022
Myrcia fusiformis;VU;Portaria MMA N. 148/2022
Myrcia gilsoniana;EN;Portaria MMA N. 148/2022
Myrcia hexasticha;EN;Portaria MMA N. 148/2022
Myrcia lughadhae;EN;Portaria MMA N. 148/2022
Myrcia magnifolia;EN;Portaria MMA N. 148/2022
Myrcia martiusiana;EN;Portaria MMA N. 148/2022
Myrcia neocambessedeana;CR;Portaria MMA N. 148/2022
Myrcia neosericea;EN;Portaria MMA N. 148/2022
Myrcia pendula;EN;Portaria MMA N. 148/2022
Myrcia pileata;VU;Portaria MMA N. 148/2022
Myrcia restingae;EN;Portaria MMA N. 148/2022
Myrcia reticulata;EN;Portaria MMA N. 148/2022
Myrcia riodocensis;EN;Portaria MMA N. 148/2022
Myrcia robusta;CR;Portaria MMA N. 148/2022
Myrcia rupicola;EN;Portaria MMA N. 148/2022
Myrcia ruschii;EN;Portaria MMA N. 148/2022
Myrcia skortzoviana;CR;Portaria MMA N. 148/2022
Myrcia stictophylla;CR;Portaria MMA N. 148/2022
Myrcia velutiflora;CR;Portaria MMA N. 148/2022
Myrcia warmingiana;EN;Portaria MMA N. 148/2022
Myrciaria alagoana;EN;Portaria MMA N. 148/2022
Myrciaria evanida;EN;Portaria MMA N. 148/2022
Myrciaria leucadendron;CR;Portaria MMA N. 148/2022
Myrciaria plinioides;EN;Portaria MMA N. 148/2022
Neomitranthes amblymitra;EN;Portaria MMA N. 148/2022
Neomitranthes cordifolia;EN;Portaria MMA N. 148/2022
Neomitranthes gracilis;EN;Portaria MMA N. 148/2022
Neomitranthes obtusa;EN;Portaria MMA N. 148/2022
Neomitranthes pedicellata;EN;Portaria MMA N. 148/2022
Neomitranthes pereireana;VU;Portaria MMA N. 148/2022
Neomitranthes stictophylla;EN;Portaria MMA N. 148/2022
Plinia callosa;EN;Portaria MMA N. 148/2022
Plinia cordifolia;VU;Portaria MMA N. 148/2022
Plinia edulis;VU;Portaria MMA N. 148/2022
Plinia espinhacensis;EN;Portaria MMA N. 148/2022
Plinia hatschbachii;EN;Portaria MMA N. 148/2022
Plinia longiacuminata;CR;Portaria MMA N. 148/2022
Plinia marqueteana;EN;Portaria MMA N. 148/2022
Plinia martinellii;EN;Portaria MMA N. 148/2022
Plinia muricata;EN;Portaria MMA N. 148/2022
Plinia rara;EN;Portaria MMA N. 148/2022
Plinia renatiana;EN;Portaria MMA N. 148/2022
Plinia rogersiana;CR (PEX);Portaria MMA N. 148/2022
Plinia spiciflora;EN;Portaria MMA N. 148/2022
Plinia spiritosantensis;EN;Portaria MMA N. 148/2022
Psidium araucanum;EN;Portaria MMA N. 148/2022
Psidium grazielae;EN;Portaria MMA N. 148/2022
Psidium reptans;EN;Portaria MMA N. 148/2022
Psidium rotundidiscum;EN;Portaria MMA N. 148/2022
Psidium sessiliflorum;EN;Portaria MMA N. 148/2022
Siphoneugena delicata;VU;Portaria MMA N. 148/2022
Siphoneugena kuhlmannii;VU;Portaria MMA N. 148/2022
Siphoneugena martinellii;EN;Portaria MMA N. 148/2022
Bougainvillea fasciculata;EN;Portaria MMA N. 148/2022
Neea alumnorum;EN;Portaria MMA N. 148/2022
Elvasia gigantifolia;VU;Portaria MMA N. 148/2022
Luxemburgia angustifolia;VU;Portaria MMA N. 148/2022
Luxemburgia corymbosa;VU;Portaria MMA N. 148/2022
Luxemburgia flexuosa;VU;Portaria MMA N. 148/2022
Luxemburgia glazioviana;VU;Portaria MMA N. 148/2022
Ouratea campos-portoi;EN;Portaria MMA N. 148/2022
Ouratea cauliflora;VU;Portaria MMA N. 148/2022
Ouratea chrysopetala;VU;Portaria MMA N. 148/2022
Ouratea conduplicata;EN;Portaria MMA N. 148/2022
Ouratea grandifolia;EN;Portaria MMA N. 148/2022
Ouratea hatschbachii;EN;Portaria MMA N. 148/2022
Ouratea miersii;EN;Portaria MMA N. 148/2022
Ouratea pycnostachys;EN;Portaria MMA N. 148/2022
Ouratea robusta;EN;Portaria MMA N. 148/2022
Ouratea xerophila;VU;Portaria MMA N. 148/2022
Sauvagesia nitida;VU;Portaria MMA N. 148/2022
Wallacea multiflora;EN;Portaria MMA N. 148/2022
Dulacia egleri;EN;Portaria MMA N. 148/2022
Dulacia gardneriana;EN;Portaria MMA N. 148/2022
Dulacia singularis;EN;Portaria MMA N. 148/2022
Chionanthus ferrugineus;EN;Portaria MMA N. 148/2022
Chionanthus fluminensis;CR;Portaria MMA N. 148/2022
Chionanthus micranthus;EN;Portaria MMA N. 148/2022
Chionanthus parviflorus;EN;Portaria MMA N. 148/2022
Chionanthus subsessilis;EN;Portaria MMA N. 148/2022
Priogymnanthus saxicola;CR;Portaria MMA N. 148/2022
Fuchsia alpestris;VU;Portaria MMA N. 148/2022
Fuchsia glazioviana;EN;Portaria MMA N. 148/2022
Acianthera adiri;CR;Portaria MMA N. 148/2022
Acianthera bidentata;VU;Portaria MMA N. 148/2022
Acianthera heringeri;CR;Portaria MMA N. 148/2022
Acianthera langeana;EN;Portaria MMA N. 148/2022
Acianthera papillosa;VU;Portaria MMA N. 148/2022
Acianthera subrotundifolia;VU;Portaria MMA N. 148/2022
Adamantinia miltonioides;CR;Portaria MMA N. 148/2022
Anathallis colnagoi;CR;Portaria MMA N. 148/2022
Anathallis gehrtii;VU;Portaria MMA N. 148/2022
Anathallis pabstii;EN;Portaria MMA N. 148/2022
Anathallis pubipetala;EN;Portaria MMA N. 148/2022
Anathallis spannageliana;VU;Portaria MMA N. 148/2022
Anathallis tigridens;VU;Portaria MMA N. 148/2022
Barbosella macaheensis;VU;Portaria MMA N. 148/2022
Barbosella trilobata;EN;Portaria MMA N. 148/2022
Bifrenaria silvana;CR;Portaria MMA N. 148/2022
Bifrenaria wittigii;EN;Portaria MMA N. 148/2022
Bipinnula biplumata;CR;Portaria MMA N. 148/2022
Bipinnula penicillata;EN;Portaria MMA N. 148/2022
Brachionidium restrepioides;VU;Portaria MMA N. 148/2022
Brachystele camporum;VU;Portaria MMA N. 148/2022
Brassia arachnoidea;VU;Portaria MMA N. 148/2022
Bulbophyllum arianeae;CR;Portaria MMA N. 148/2022
Bulbophyllum boudetiana;EN;Portaria MMA N. 148/2022
Bulbophyllum kautskyi;VU;Portaria MMA N. 148/2022
Bulbophyllum macroceras;CR;Portaria MMA N. 148/2022
Campylocentrum organense;VU;Portaria MMA N. 148/2022
Campylocentrum pernambucense;EN;Portaria MMA N. 148/2022
Catasetum mattosianum;EN;Portaria MMA N. 148/2022
Cattleya aclandiae;VU;Portaria MMA N. 148/2022
Cattleya alaorii;CR;Portaria MMA N. 148/2022
Cattleya briegeri;EN;Portaria MMA N. 148/2022
Cattleya caulescens;EN;Portaria MMA N. 148/2022
Cattleya crispa;VU;Portaria MMA N. 148/2022
Cattleya dormaniana;CR;Portaria MMA N. 148/2022
Cattleya endsfeldzii;CR;Portaria MMA N. 148/2022
Cattleya ghillanyi;EN;Portaria MMA N. 148/2022
